Year,EMPLOYER_ID,NAME,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,COUNTRY,PHONE,FAX,CREATED_DATE,ACTIVE
2015,4489,LAZ Parking,33 W. Monroe,,Chicago,IL,60601,United States,312-577-7985,           ,,Y
2015,9721,LAZ Parking,33 W. Monroe,,Chicago,IL,60603,United States,312-577-7985,           ,11/26/2013,Y
2014,4489,LAZ Parking,33 W. Monroe,,Chicago,IL,60601,United States,312-577-7985,           ,,Y
2014,9721,LAZ Parking,33 W. Monroe,,Chicago,IL,60603,United States,312-577-7985,           ,11/26/2013,Y
2013,4489,LAZ Parking,33 W. Monroe,,Chicago,IL,60601,United States,312-577-7985,           ,,Y
2013,9721,LAZ Parking,33 W. Monroe,,Chicago,IL,60603,United States,312-577-7985,           ,11/26/2013,Y
2012,4489,LAZ Parking,33 W. Monroe,,Chicago,IL,60601,United States,312-577-7985,           ,,Y
2012,4577,LAZ Parking,33 W. Monroe,,Chicago,IL,60601,United States,312-577-7985,      ,,Y
2011,4489,LAZ Parking,33 W. Monroe,,Chicago,IL,60601,United States,312-577-7985,           ,,Y
2011,4577,LAZ Parking,33 W. Monroe,,Chicago,IL,60601,United States,312-577-7985,      ,,Y
,4491,LAZ Parking,33 W. Monroe,,Chicago,IL,60601,United States,312-577-7985,312-750-9189     ,,Y
2014,11081,Lealtad group LLC,2520 s. Oakley,,Chicago,IL,60608,United States,7734479563,,04/28/2014,Y
2015,10781,"Lealtad Group, LLC",2520 S. Oakley,,Chicago,IL,60608,United States,7737420698,,03/17/2014,Y
2014,10781,"Lealtad Group, LLC",2520 S. Oakley,,Chicago,IL,60608,United States,7737420698,,03/17/2014,Y
2013,7827,Lebenthal & Co  LLC,22 W Washington St,#1550,Chicago,IL,60602,United States,312-262-5846,   ,02/06/2013,Y
2012,4508,Lebenthal & Co  LLC,521 Fifth Ave  20th Flr,,New York,NY,10175,United States,312-262-5846,   ,,Y
2014,9802,Lebenthal & Co. LLC,22 Washington St,Suite 1550,Chicago,IL,60602,United States,312 262 5846,,12/20/2013,Y
2013,8001,"Leddartech USA, Inc",2740 Rue Einstein,Quebec City,QC G1P 4S4,IL,G1P4S4,Canada,855-865-9900,418-653-9099,03/12/2013,Y
2015,13201,"Legal & General Investment Management America, Inc.",71 S. Wacker Drive,Suite 800,Chicago,IL,60606,United States,312-585-0300,312-229-6455,08/31/2015,Y
2015,4312,Lewis Powell,"53 W. Jackson, Ste. 1222",,Chicago,IL,60604,United States,312-987-9737,312-987-9093       ,,Y
2014,4312,Lewis Powell,"53 W. Jackson, Ste. 1222",,Chicago,IL,60604,United States,312-987-9737,312-987-9093       ,,Y
2013,4312,Lewis Powell,"53 W. Jackson, Ste. 1222",,Chicago,IL,60604,United States,312-987-9737,312-987-9093       ,,Y
2012,4312,Lewis Powell,"53 W. Jackson, Ste. 1222",,Chicago,IL,60604,United States,312-987-9737,312-987-9093       ,,Y
2011,4312,Lewis Powell,"53 W. Jackson, Ste. 1222",,Chicago,IL,60604,United States,312-987-9737,312-987-9093       ,,Y
2014,11982,Lexington Homes,1731 North marcey  Street,Suite 200,Chicago,IL,60614,United States,773-829-4789,,12/22/2014,Y
2014,10741,LexisNexis Risk Solutions,1000 Alderman Drive,,Alpharetta,GA,30005,United States,800-869-0751 ,,03/13/2014,Y
2012,4182,"Lighten-Gale Group, Inc",203 N. Wabash #608,,Chicago,IL,60601,United States,312-920-1500,312-920-9549     ,,Y
2012,4307,"Lighten-Gale Group, Inc","203 N. Wabash, Ste. 608",,Chicago,IL,60601,United States,312-920-1500,312-920-9549       ,,Y
,7221,"Lighten-Gale Group, Inc","39 S LaSalle St, Ste. 808",,Chicago,IL,60603,United States,312-920-1500,312-920-9549       ,01/13/2013,Y
2012,4148,Lighten-Gale LLC,"39 S. LaSalle St., Ste. 808",,Chicago,Il,60603,United States,312-920-1500,      ,,Y
2012,4349,Lighten-Gale LLC,"39 S. LaSalle St., Ste. 808",,Chicago,Il,60603,United States,312-920-1500,         ,,Y
2012,4458,Lighten-Gale LLC,"39 S. LaSalle St., Ste. 808",,Chicago,Il,60603,United States,312-920-1500,312-633-2   ,,Y
2011,4148,Lighten-Gale LLC,"39 S. LaSalle St., Ste. 808",,Chicago,Il,60603,United States,312-920-1500,      ,,Y
2011,4349,Lighten-Gale LLC,"39 S. LaSalle St., Ste. 808",,Chicago,Il,60603,United States,312-920-1500,         ,,Y
2011,4458,Lighten-Gale LLC,"39 S. LaSalle St., Ste. 808",,Chicago,Il,60603,United States,312-920-1500,312-633-2   ,,Y
2011,4768,Lighten-Gale LLC,"39 S. LaSalle St., Ste. 808",,Chicago,Il,60603,United States,312-920-1500,,,Y
2011,4818,Lighten-Gale LLC,"39 S. LaSalle St., Ste. 808",,Chicago,Il,60603,United States,312-920-1500,,,Y
2015,7281,Lighten-Gale LLC d/b/a Lighten-Gale Group,"39 S LaSalle St, Ste. 808",,Chicago,IL,60603,United States,312-920-1500,312-920-9549       ,01/14/2013,Y
2015,10222,Lighten-Gale LLC d/b/a Lighten-Gale Group,"39 S LaSalle St, Ste. 808",,Chicago,IL,60603,United States,312-920-1500,312-533-2828,01/16/2014,Y
2014,7281,Lighten-Gale LLC d/b/a Lighten-Gale Group,"39 S LaSalle St, Ste. 808",,Chicago,IL,60603,United States,312-920-1500,312-920-9549       ,01/14/2013,Y
2014,10222,Lighten-Gale LLC d/b/a Lighten-Gale Group,"39 S LaSalle St, Ste. 808",,Chicago,IL,60603,United States,312-920-1500,312-533-2828,01/16/2014,Y
2013,7281,Lighten-Gale LLC d/b/a Lighten-Gale Group,"39 S LaSalle St, Ste. 808",,Chicago,IL,60603,United States,312-920-1500,312-920-9549       ,01/14/2013,Y
2014,7282,Lighten-Gale LLC d/b/a/ Lighten-Gale Group,"39 S. LaSalle St., Ste. 808",,Chicago,IL,60603,United States,312-920-1500,         ,01/14/2013,Y
2013,7282,Lighten-Gale LLC d/b/a/ Lighten-Gale Group,"39 S. LaSalle St., Ste. 808",,Chicago,IL,60603,United States,312-920-1500,         ,01/14/2013,Y
2012,5321,"Lindco Equipment Sales, Inc.",2168 East 88th Drive,,Merrillville,IN,46410,United States,219-795-1448,219-736-0892,06/25/2012,Y
2015,13041,Lindsey Gayles,1815 South Meyers Road,Suite 200,Oakbrook Terrace,IL,60187,United States,630-678-0808,,07/22/2015,Y
,8821,Liteye Systems,7060 S Tucson Way,,Centennial,CO,United States,United States,419-806-2944,,07/11/2013,Y
2014,7261,Local 881 United Food and Commercial Workers,10400 West Higgins Rd.,,Rosemont,IL,60018,United States,8472945064,,01/14/2013,Y
2014,10841,Local 881 United Food and Commercial Workers,10400 West Higgins Rd.,5th Flr,Rosemont,IL,60018,United States,847-294-5064,847-759-7106,03/21/2014,Y
2013,7261,Local 881 United Food and Commercial Workers,10400 West Higgins Rd.,,Rosemont,IL,60018,United States,8472945064,,01/14/2013,Y
2015,11981,Local 881United Food and Commercial Workers,10400 West Higgins Road,,Rosemont,IL,60018,United States,847 294-5064,,12/22/2014,Y
2015,4706,Local 881 United Food & Commercial Workers,10400 W. Higgins Rd 5th Flr,,Rosemont,IL,60018,United States,847-294-5064,847-759-7106      ,,Y
2012,4703,Local 881 United Food & Commercial Workers,10400 W. Higgins Rd,,Rosemont,IL,60018,United States,847-294-5064,847-759-7106      ,,Y
2012,4706,Local 881 United Food & Commercial Workers,10400 W. Higgins Rd 5th Flr,,Rosemont,IL,60018,United States,847-294-5064,847-759-7106      ,,Y
2011,4703,Local 881 United Food & Commercial Workers,10400 W. Higgins Rd,,Rosemont,IL,60018,United States,847-294-5064,847-759-7106      ,,Y
2011,4706,Local 881 United Food & Commercial Workers,10400 W. Higgins Rd 5th Flr,,Rosemont,IL,60018,United States,847-294-5064,847-759-7106      ,,Y
2015,11321,Locke Lord LLP,111 S. Wacker Drive,41 Floor,Chicago,IL,60606,United States,312-443-0306,,07/01/2014,Y
2014,11321,Locke Lord LLP,111 S. Wacker Drive,41 Floor,Chicago,IL,60606,United States,312-443-0306,,07/01/2014,Y
,11361,Locke Lord LLP,111 South Wacker Drive,,Chicago,IL,60606,United States,3124430700,3124430336,07/16/2014,Y
2015,6781,Loop Capital Markets LLC,111 West Jackson Boulevard,Suite 1901,Chicago,IL,60604,United States,312-913-4900,312-922-7137,12/20/2012,Y
2014,6781,Loop Capital Markets LLC,111 West Jackson Boulevard,Suite 1901,Chicago,IL,60604,United States,312-913-4900,312-922-7137,12/20/2012,Y
2013,6781,Loop Capital Markets LLC,111 West Jackson Boulevard,Suite 1901,Chicago,IL,60604,United States,312-913-4900,312-922-7137,12/20/2012,Y
2012,4197,"Loop Capital Markets, LLC","200 W. Jackson Blvd., Ste. 1600",,Chicago,IL,60606,United States,312-913-4901,312-922-7137      ,,Y
2012,4198,"Loop Capital Markets, LLC",200 W. Jackson Blvd. Ste. 1600,,Chicago,IL,60606,United States,312-913-4905,312-922-7137      ,,Y
2012,4211,"Loop Capital Markets, LLC",200 W. Jackson Blvd. Ste. 1600,,Chicago,IL,60606,United States,312-356-1003,312-922-7137      ,,Y
2012,4266,"Loop Capital Markets, LLC",200 W. Jackson Blvd. Ste. 1600,,Chicago,IL,60606,United States,312-913-2295,312-922-7137      ,,Y
2012,4375,"Loop Capital Markets, LLC","200 W. Jackson Blvd., Ste 1600",,Chicago,IL,60606,United States,312-913-2219,          ,,Y
2012,4509,"Loop Capital Markets, LLC","200 W. Jackson Blvd., Ste 1600",,Chicago,IL,60606,United States,312-356-5892,312-922-7137      ,,Y
2012,4627,"Loop Capital Markets, LLC","200 W. Jackson Blvd., Ste 1600",,Chicago,IL,60606,United States,312-356-1004,          ,,Y
2012,4661,"Loop Capital Markets, LLC",200 W. Jackson Blvd. Ste. 1600,,Chicago,IL,60606,United States,312-356-1003,312-922-7137   ,,Y
2011,4197,"Loop Capital Markets, LLC","200 W. Jackson Blvd., Ste. 1600",,Chicago,IL,60606,United States,312-913-4901,312-922-7137      ,,Y
2011,4198,"Loop Capital Markets, LLC",200 W. Jackson Blvd. Ste. 1600,,Chicago,IL,60606,United States,312-913-4905,312-922-7137      ,,Y
2011,4211,"Loop Capital Markets, LLC",200 W. Jackson Blvd. Ste. 1600,,Chicago,IL,60606,United States,312-356-1003,312-922-7137      ,,Y
2011,4266,"Loop Capital Markets, LLC",200 W. Jackson Blvd. Ste. 1600,,Chicago,IL,60606,United States,312-913-2295,312-922-7137      ,,Y
2011,4375,"Loop Capital Markets, LLC","200 W. Jackson Blvd., Ste 1600",,Chicago,IL,60606,United States,312-913-2219,          ,,Y
2011,4509,"Loop Capital Markets, LLC","200 W. Jackson Blvd., Ste 1600",,Chicago,IL,60606,United States,312-356-5892,312-922-7137      ,,Y
2011,4627,"Loop Capital Markets, LLC","200 W. Jackson Blvd., Ste 1600",,Chicago,IL,60606,United States,312-356-1004,          ,,Y
2011,4754,"Loop Capital Markets, LLC",200 W. Jackson Blvd. Ste. 1600,,Chicago,IL,60606,United States,312-356-1003,312-922-7137      ,,Y
2011,4927,"Loop Capital Markets, LLC",200 W. Jackson Blvd. Ste. 1600,,Chicago,IL,60606,United States,312-913-5692,312-922-7137      ,,Y
2015,4797,Loyola University Chicago,820 N. Michigan Ave,,Chicago,IL,60611,United States,312-915-6402,312-915-7776       ,,Y
2013,4797,Loyola University Chicago,820 N. Michigan Ave,,Chicago,IL,60611,United States,312-915-6402,312-915-7776       ,,Y
2012,4119,Loyola University Chicago,820 N. Michigan Avenue,,Chicago,IL,60611,United States,773-508-7450,773-508-7449        ,,Y
2012,4306,Loyola University Chicago,820 N. Michigan Avenue,,Chicago,IL,60611,United States,773-508-7450,773-508-7449        ,,Y
2012,4457,Loyola University Chicago,820 N. Michigan Avenue,,Chicago,IL,60611,United States,312-915-6402,312-915-7776       ,,Y
2011,4119,Loyola University Chicago,820 N. Michigan Avenue,,Chicago,IL,60611,United States,773-508-7450,773-508-7449        ,,Y
2011,4306,Loyola University Chicago,820 N. Michigan Avenue,,Chicago,IL,60611,United States,773-508-7450,773-508-7449        ,,Y
2011,4457,Loyola University Chicago,820 N. Michigan Avenue,,Chicago,IL,60611,United States,312-915-6402,312-915-7776       ,,Y
2011,4797,Loyola University Chicago,820 N. Michigan Ave,,Chicago,IL,60611,United States,312-915-6402,312-915-7776       ,,Y
2014,10261,Loyola University of Chicago,"Office of General Counsel,"," 820 N. Michigan Avenue, Suite 750",Chicago,IL,60611,United States,(312) 915-6238,,01/17/2014,Y
2013,7585,Loyola University of Chicago,"Office of General Counsel, 820 N. Michigan Avenue, Suite 750",,Chicago,IL,60611,United States,(312) 915-6238,,01/23/2013,Y
2015,13021,Lucas Museum of Narrative Art,PO Box 29137,,San Francisco,CA,94129,United States,(630) 744-9829,,07/21/2015,Y
2012,4445,Luking & Associates,120 W. Kinzie St. Ste. 300,,Chicago,IL,60610,United States,312-245-0940,312-245-0942      ,,Y
2011,4445,Luking & Associates,120 W. Kinzie St. Ste. 300,,Chicago,IL,60610,United States,312-245-0940,312-245-0942      ,,Y
2012,6001,Lyon Communications LLC,3759 N Ravenswood,#129,Chicago,IL,60613,United States,773-529-1212,773-529-1222,09/11/2012,Y
2014,4693,Macerich Company,401 Wilshire Blvd. Ste. 700,,Santa Monica,CA,90401,United States,312-222-1622,312-222-1757  ,,Y
2013,4693,Macerich Company,401 Wilshire Blvd. Ste. 700,,Santa Monica,CA,90401,United States,312-222-1622,312-222-1757  ,,Y
2012,4693,Macerich Company,401 Wilshire Blvd. Ste. 700,,Santa Monica,CA,90401,United States,312-222-1622,312-222-1757  ,,Y
2011,4693,Macerich Company,401 Wilshire Blvd. Ste. 700,,Santa Monica,CA,90401,United States,312-222-1622,312-222-1757  ,,Y
2015,4495,Macquarie Infrastructure and Real Assts Inc,125 W 55th St.,,New York,NY,10019,United States,212-231-1000,      ,,Y
2014,4169,Macquarie Infrastructure and Real Assts Inc,125 W 55th St.,,New York,NY,10019,United States,212-231-1000,      ,,Y
2014,4494,Macquarie Infrastructure and Real Assts Inc,125 W 55th St.,,New York,NY,10019,United States,212-231-1000,   ,,Y
2013,4494,Macquarie Infrastructure and Real Assts Inc,125 W 55th St.,,New York,NY,10019,United States,212-231-1000,   ,,Y
2012,4169,Macquarie Infrastructure and Real Assts Inc,125 W 55th St.,,New York,NY,10019,United States,212-231-1000,      ,,Y
2012,4494,Macquarie Infrastructure and Real Assts Inc,125 W 55th St.,,New York,NY,10019,United States,212-231-1000,   ,,Y
2012,4495,Macquarie Infrastructure and Real Assts Inc,125 W 55th St.,,New York,NY,10019,United States,212-231-1000,      ,,Y
2012,4659,Macquarie Infrastructure and Real Assts Inc,125 W 55th St.,,New York,NY,10019,United States,212-231-1000,      ,,Y
2015,12096,Macquarie Infrastructure & Real Assets,1 N. Wacker Dr,,Chicago,IL,60606,United States,312-756-3828,,01/20/2015,Y
2015,6861,MacRostie Historic Advisors LLC,1400 16th St. NW,Ste 420,Washington,DC,20036,United States,202-483-2020,202-483-2080,01/02/2013,Y
2014,6861,MacRostie Historic Advisors LLC,1400 16th St. NW,Ste 420,Washington,DC,20036,United States,202-483-2020,202-483-2080,01/02/2013,Y
2013,6861,MacRostie Historic Advisors LLC,1400 16th St. NW,Ste 420,Washington,DC,20036,United States,202-483-2020,202-483-2080,01/02/2013,Y
2012,6861,MacRostie Historic Advisors LLC,1400 16th St. NW,Ste 420,Washington,DC,20036,United States,202-483-2020,202-483-2080,01/02/2013,Y
2012,4726,"Mac Strategies Group, Inc",30 S. Michigan Ave. #700,,Chicago,IL,60603,United States,312-588-4102,   ,,Y
2015,4709,"Macy's Retail Holdings, Inc",7 West 7th St.,,Cincinnati,OH,45202,United States,312-781-5484,312-781-3553        ,,Y
2014,4709,"Macy's Retail Holdings, Inc",7 West 7th St.,,Cincinnati,OH,45202,United States,312-781-5484,312-781-3553        ,,Y
2013,4709,"Macy's Retail Holdings, Inc",7 West 7th St.,,Cincinnati,OH,45202,United States,312-781-5484,312-781-3553        ,,Y
2012,4709,"Macy's Retail Holdings, Inc",7 West 7th St.,,Cincinnati,OH,45202,United States,312-781-5484,312-781-3553        ,,Y
2011,4709,"Macy's Retail Holdings, Inc",7 West 7th St.,,Cincinnati,OH,45202,United States,312-781-5484,312-781-3553        ,,Y
,6742,Maggie Marystone,3712 N. Broadway,Suite #410,Chicago,IL,60613,United States,773.837.6670,,12/11/2012,Y
2014,7587,"Maragos & Maragos, Ltd",1 N LaSalle St,Ste. 2200,Chicago,IL,60602,United States,312-578-1012,312-578-1016,01/23/2013,Y
2013,7587,"Maragos & Maragos, Ltd",1 N LaSalle St,Ste. 2200,Chicago,IL,60602,United States,312-578-1012,312-578-1016,01/23/2013,Y
2012,6722,"Maragos & Maragos, Ltd",1 N LaSalle St,,Chicago,IL,60602,United States,312-578-1012,312-578-1016,12/03/2012,Y
,8281,"Maragos & Maragos, Ltd.",1 N LaSalle,Suite 2200,Chicago,IL,60602,United States,3125781012,3125781016,04/18/2013,Y
2015,11441,Marathon Petroleum Company LP (subsidiaries & affiliates),539 S. Main Street,,Findlay,OH,45840,United States,(419) 421-3757,,07/25/2014,Y
2014,11441,Marathon Petroleum Company LP (subsidiaries & affiliates),539 S. Main Street,,Findlay,OH,45840,United States,(419) 421-3757,,07/25/2014,Y
2013,7301,Margaret Vaughn,9211 Waterfall Glen Blvd.,,Darien,IL,60561,United States,217-280-0206,630-908-7311,01/15/2013,Y
2011,4782,Margaret Vaughn,9211 Waterfall Glen Blvd.,,Darien,IL,60561,United States,217-280-0206,630-908-7311      ,,Y
,5084,maritza Salgado,2508 n laramie,1,chicago,IL,60639,United States,3312221431,,05/31/2012,Y
,5085,maritza Salgado,2508 n laramie,1,chicago,IL,60639,United States,3312221431,,05/31/2012,Y
2011,4908,Markoff & Krasny,29 N. Wacker Dr. Ste. 550,,Chicago,IL,60606,United States,312-698-7300,312-698-7399     ,,Y
2012,4579,Markoff Krasny LLC,"29 N. Wacker Dr., Ste. 550",,Chicago,IL,60606,United States,312-698-7300,312-698-7399  ,,Y
2015,7144,Markoff Law LLC,"29 N. Wacker Drive, Suite 550",,Chicago,IL,60606,United States,312-698-7300,,01/10/2013,Y
2014,7144,Markoff Law LLC,"29 N. Wacker Drive, Suite 550",,Chicago,IL,60606,United States,312-698-7300,,01/10/2013,Y
2013,7144,Markoff Law LLC,"29 N. Wacker Drive, Suite 550",,Chicago,IL,60606,United States,312-698-7300,,01/10/2013,Y
2011,4925,Mark Pullman,"444 N. Michigan Ave., Ste. 3600",,Chicago,IL,60611,United States,312-607-0680,312-276-4773   ,,Y
2015,12046,Marmer Law Offices LLC,676 N. Michigan Avenue,Suite 2850,Chicago,IL,60611,United States,312-266-9900,,01/02/2015,Y
2014,10422,Marmer Law Offices LLC,875 N. Michigan Avenue,Suite 3100,Chicago,IL,60611,United States,312-373-3702,,01/24/2014,Y
2014,10424,Marmer Law Offices LLC,875 N. Michigan Avenue,Suite 3100,Chicago,IL,60611,United States,3123733702,,01/24/2014,Y
,12047,Marmer Law Offices LLC,676 N. Michigan Avenue,Suite 2850,Chicago,IL,60611,United States,312-266-9900,,01/02/2015,Y
2015,5601,"Master Meter, Inc",101 Regency Pkwy,,Mansfield,TX,76063,United States,817-842-8000,817-842-8100,07/30/2012,Y
2013,5601,"Master Meter, Inc",101 Regency Pkwy,,Mansfield,TX,76063,United States,817-842-8000,817-842-8100,07/30/2012,Y
2012,5601,"Master Meter, Inc",101 Regency Pkwy,,Mansfield,TX,76063,United States,817-842-8000,817-842-8100,07/30/2012,Y
2011,4898,Matthew Jarosz,960 North Shore Drive,,Lake Bluff,IL,60044,United States,847-735-8330,847-735-8004   ,,Y
2015,12941,Matyas Law Firm,444 N. Michigan Avenue,36th Floor,Chicago,IL,60614,United States,312-968-9600,,07/15/2015,Y
2015,4781,Mayer Brown LLP,71 S. Wacker Dr.,,Chicago,IL,60606,United States,312-701-0600,312-701-7711      ,,Y
2014,4781,Mayer Brown LLP,71 S. Wacker Dr.,,Chicago,IL,60606,United States,312-701-0600,312-701-7711      ,,Y
2013,4781,Mayer Brown LLP,71 S. Wacker Dr.,,Chicago,IL,60606,United States,312-701-0600,312-701-7711      ,,Y
2012,4354,Mayer Brown LLP,71 S. Wacker Drive,,Chicago,IL,60606,United States,312-782-0600,312-701-7711        ,,Y
2012,4678,Mayer Brown LLP,71 S. Wacker Drive,,Chicago,IL,60606,United States,312-782-0600,312-706-7711      ,,Y
2011,4354,Mayer Brown LLP,71 S. Wacker Drive,,Chicago,IL,60606,United States,312-782-0600,312-701-7711        ,,Y
2011,4678,Mayer Brown LLP,71 S. Wacker Drive,,Chicago,IL,60606,United States,312-782-0600,312-706-7711      ,,Y
2011,4781,Mayer Brown LLP,71 S. Wacker Dr.,,Chicago,IL,60606,United States,312-701-0600,312-701-7711      ,,Y
2011,4834,Mayer Brown LLP,71 S. Wacker Dr.,,Chicago,IL,60606,United States,312-782-0600,312-701-7711      ,,Y
2012,4591,McAllister & Quinn LLC,"1030 15th St., NW  #590 West",,Washington,DC,20005,United States,202-296-2741,202-296-2751  ,,Y
2015,4436,MCapitol Management,"175 W. Jackson, Suite 1900",,Chicago,IL,60604,United States,312-831-3500,312-831-3509     ,,Y
2014,4436,MCapitol Management,"175 W. Jackson, Suite 1900",,Chicago,IL,60604,United States,312-831-3500,312-831-3509     ,,Y
2013,4436,MCapitol Management,"175 W. Jackson, Suite 1900",,Chicago,IL,60604,United States,312-831-3500,312-831-3509     ,,Y
2012,4436,MCapitol Management,"175 W. Jackson, Suite 1900",,Chicago,IL,60604,United States,312-831-3500,312-831-3509     ,,Y
2011,4436,MCapitol Management,"175 W. Jackson, Suite 1900",,Chicago,IL,60604,United States,312-831-3500,312-831-3509     ,,Y
2014,4832,McDonald's Corporation,"4320 Winfield Rd., Ste. 400",,Oak Brook,IL,60555,United States,217-544-6500,217-528-0616  ,,Y
2013,4832,McDonald's Corporation,"4320 Winfield Rd., Ste. 400",,Oak Brook,IL,60555,United States,217-544-6500,217-528-0616  ,,Y
2011,4832,McDonald's Corporation,"4320 Winfield Rd., Ste. 400",,Oak Brook,IL,60555,United States,217-544-6500,217-528-0616  ,,Y
2015,7782,McGladrey LLP,One south Wacker Drive,suite 800,Chicago,IL,60606,United States,312 634 4729,312 634 3410,01/31/2013,Y
2014,7782,McGladrey LLP,One south Wacker Drive,suite 800,Chicago,IL,60606,United States,312 634 4729,312 634 3410,01/31/2013,Y
2013,7782,McGladrey LLP,One south Wacker Drive,suite 800,Chicago,IL,60606,United States,312 634 4729,312 634 3410,01/31/2013,Y
2012,4691,McGladrey & Pullen LLP,"One S. Wacker Drive, Suite 800",,Chicago,IL,60606,United States,312-634-3400,312634-3410   ,,Y
2015,7586,McGuireWoods Consulting,"77 W Wacker, Suite 4100",,Chicago,IL,60601,United States,312.750.6014,,01/23/2013,Y
2014,7586,McGuireWoods Consulting,"77 W Wacker, Suite 4100",,Chicago,IL,60601,United States,312.750.6014,,01/23/2013,Y
2013,7586,McGuireWoods Consulting,"77 W Wacker, Suite 4100",,Chicago,IL,60601,United States,312.750.6014,,01/23/2013,Y
2012,4380,McGuire Woods Consulting LLC,"77 W. Wacker St., Ste. 4100",,Chicago,IL,60601,United States,312-750-6004,          ,,Y
2012,4560,McGuire Woods Consulting LLC,"77 W. Wacker St., Ste. 4100",,Chicago,IL,60601,United States,312-750-6004,312-558-4381  ,,Y
2011,4380,McGuire Woods Consulting LLC,"77 W. Wacker St., Ste. 4100",,Chicago,IL,60601,United States,312-750-6004,          ,,Y
2011,4560,McGuire Woods Consulting LLC,"77 W. Wacker St., Ste. 4100",,Chicago,IL,60601,United States,312-750-6004,312-558-4381  ,,Y
2012,4481,Meckler Bulger Tilson Marick & Pearson LLP,"123 N. Wacker Dr., Ste. 1800",,Chicago,IL,60606,United States,312-474-7900,312-474-7898        ,,Y
2011,4481,Meckler Bulger Tilson Marick & Pearson LLP,"123 N. Wacker Dr., Ste. 1800",,Chicago,IL,60606,United States,312-474-7900,312-474-7898        ,,Y
2013,4295,MedImmune,271 Yachting Way,,Lexington,SC,29072,United States,803-996-9176,803-356-1540        ,,Y
2012,4295,MedImmune,271 Yachting Way,,Lexington,SC,29072,United States,803-996-9176,803-356-1540        ,,Y
2011,4295,MedImmune,271 Yachting Way,,Lexington,SC,29072,United States,803-996-9176,803-356-1540        ,,Y
2015,13241,"Meltzer, Purtill & Stelle LLC","300 South Wacker Drive,",Suite 2300,Chicago,IL,60606,United States,312-461-9000,312-987-9854,10/02/2015,Y
2012,4126,Melvin & Co.,111 W. Jackson Ste. 2110,,Chicago,IL,60604,United States,312-341-0050,               ,,Y
2012,4616,Melvin & Co.,111 W. Jackson Ste. 2110,,Chicago,IL,60604,United States,312-341-0050,            ,,Y
2011,4126,Melvin & Co.,111 W. Jackson Ste. 2110,,Chicago,IL,60604,United States,312-341-0050,               ,,Y
2011,4616,Melvin & Co.,111 W. Jackson Ste. 2110,,Chicago,IL,60604,United States,312-341-0050,            ,,Y
2011,4815,Melvin & Co.,111 W. Jackson Ste. 2110,,Chicago,IL,60604,United States,312-341-0050,         ,,Y
2011,4889,Melvin & Co.,111 W. Jackson Blvd. #2110,,Chicago,IL,60604,United States,312-341-0050,312-341-5168      ,,Y
2014,9281,Mercury,701 8th Street NW,Suite 650,Washington,DC,20001,United States,2022614000,,09/09/2013,Y
2013,9281,Mercury,701 8th Street NW,Suite 650,Washington,DC,20001,United States,2022614000,,09/09/2013,Y
2015,8506,"Merrill Lynch, Pierce, Fenner & Smith Inc.",100 N Tryon Street,NC1-007-22-32,Charlotte,NC,28255,United States,980-386-3245,704-602-3712,05/14/2013,Y
2014,8506,"Merrill Lynch, Pierce, Fenner & Smith Inc.",100 N Tryon Street,NC1-007-22-32,Charlotte,NC,28255,United States,980-386-3245,704-602-3712,05/14/2013,Y
2013,4580,"Merrill Lynch, Pierce, Fenner & Smith Inc.",1 Bryant Park,,New York,NY,10036,United States,646-743-1359,646-855-1381  ,,Y
2013,4617,"Merrill Lynch, Pierce, Fenner & Smith Inc.",1 Bryant Park  NY-100-12-02,,New York,NY,10036,United States,646-743-1359,646-855-1381  ,,Y
2013,8503,"Merrill Lynch, Pierce, Fenner & Smith Inc.",100 N Tryon Street,NC1-007-22-32,Charlotte,NC,28255,United States,980-386-3245,704-602-3712,05/14/2013,Y
2013,8504,"Merrill Lynch, Pierce, Fenner & Smith Inc.",100 N Tryon Street,NC1-007-22-32,Charlotte,NC,28255,United States,980-386-3245,704-602-3712,05/14/2013,Y
2013,8505,"Merrill Lynch, Pierce, Fenner & Smith Inc.",100 N Tryon Street,NC1-007-22-32,Charlotte,NC,28255,United States,980-386-3245,704-602-3712,05/14/2013,Y
2013,8506,"Merrill Lynch, Pierce, Fenner & Smith Inc.",100 N Tryon Street,NC1-007-22-32,Charlotte,NC,28255,United States,980-386-3245,704-602-3712,05/14/2013,Y
2012,4453,"Merrill Lynch, Pierce, Fenner & Smith Inc.",1 Bryant Park  NY-100-12-02,,New York,NY,10036,United States,646-743-1359,646-855-1381  ,,Y
2012,4580,"Merrill Lynch, Pierce, Fenner & Smith Inc.",1 Bryant Park,,New York,NY,10036,United States,646-743-1359,646-855-1381  ,,Y
2012,4617,"Merrill Lynch, Pierce, Fenner & Smith Inc.",1 Bryant Park  NY-100-12-02,,New York,NY,10036,United States,646-743-1359,646-855-1381  ,,Y
2012,4619,"Merrill Lynch, Pierce, Fenner & Smith Inc.",4 World Financial Ctr.,,New York,NY,10080,United States,212-449-1000,212-449-9856        ,,Y
2011,4453,"Merrill Lynch, Pierce, Fenner & Smith Inc.",1 Bryant Park  NY-100-12-02,,New York,NY,10036,United States,646-743-1359,646-855-1381  ,,Y
