COMPENSATION_ID,PERIOD_START,PERIOD_END,LOBBYIST_ID,LOBBYIST_FIRST_NAME,LOBBYIST_MIDDLE_INITIAL,LOBBYIST_LAST_NAME,COMPENSATION_AMOUNT,CLIENT_ID,CLIENT_NAME,CREATED_DATE
20899,01/01/2014,03/31/2014,18582,Thomas,S,Moore,$1835.89,20541,"McGrew, Sean",04/10/2014
20900,01/01/2014,03/31/2014,18582,Thomas,S,Moore,$498.75,21630,731 Melrose LLC,04/10/2014
20902,01/01/2014,03/31/2014,18684,Thomas,S,Moore,$4460.00,21629,3700-3714 N California Rowhomes LLC,04/10/2014
20903,01/01/2014,03/31/2014,18684,Thomas,S,Moore,$3711.25,17302,Michigan Avenue Real Estate Group,04/10/2014
20904,01/01/2014,03/31/2014,18684,Thomas,S,Moore,$1068.75,18521,Villa Capital Managers LLC,04/10/2014
20906,01/01/2014,03/31/2014,18684,Thomas,S,Moore,$2103.75,20324,"Sutherland, Mark",04/10/2014
20909,01/01/2014,03/31/2014,18684,Thomas,S,Moore,$10586.25,21625,"Okmen, Muhsin",04/10/2014
20910,01/01/2014,03/31/2014,18684,Thomas,S,Moore,$1852.50,21742,"Demaret, Kevin",04/10/2014
20911,01/01/2014,03/31/2014,18684,Thomas,S,Moore,$2383.75,21631,"Billadeau, Jesse & Paliafito, Christina",04/10/2014
20912,01/01/2014,03/31/2014,18684,Thomas,S,Moore,$3348.75,20563,"Raftery, Enda",04/10/2014
20913,01/01/2014,03/31/2014,18684,Thomas,S,Moore,$356.25,21741,"Dampil, Tuvshinjargal",04/10/2014
20915,01/01/2014,03/31/2014,18684,Thomas,S,Moore,$498.75,21630,731 Melrose LLC,04/10/2014
20916,01/01/2014,03/31/2014,18684,Thomas,S,Moore,$1603.75,20204,"Building Permit, INc",04/10/2014
20917,01/01/2014,03/31/2014,18684,Thomas,S,Moore,$6788.75,21632,Spearhead Properties LLC,04/10/2014
20918,01/01/2014,03/31/2014,18684,Thomas,S,Moore,$3468.75,11882,Catholic Bishop of Chicago,04/10/2014
20920,01/01/2014,03/31/2014,18684,Thomas,S,Moore,$2351.25,18941,"Boney, Tom",04/10/2014
20922,01/01/2014,03/31/2014,18684,Thomas,S,Moore,$2066.25,21628,"Powers, Rita & Kevin",04/10/2014
20923,01/01/2014,03/31/2014,18684,Thomas,S,Moore,$712.50,21984,Longford Construction Inc,04/10/2014
22621,01/01/2014,03/31/2014,19201,Thomas,S,Moore,$2351.25,18941,"Boney, Tom",05/12/2014
22622,01/01/2014,03/31/2014,19201,Thomas,S,Moore,$3468.75,11882,Catholic Bishop of Chicago,05/12/2014
22623,01/01/2014,03/31/2014,19201,Thomas,S,Moore,$712.50,21984,Longford Construction Inc,05/12/2014
22624,01/01/2014,03/31/2014,19201,Thomas,S,Moore,$6788.75,21632,Spearhead Properties LLC,05/12/2014
22626,01/01/2014,03/31/2014,19201,Thomas,S,Moore,$4460.00,21629,3700-3714 N California Rowhomes LLC,05/12/2014
22627,01/01/2014,03/31/2014,19201,Thomas,S,Moore,$1068.75,18521,Villa Capital Managers LLC,05/12/2014
22628,01/01/2014,03/31/2014,19201,Thomas,S,Moore,$1603.75,20204,"Building Permit, INc",05/12/2014
22630,01/01/2014,03/31/2014,19201,Thomas,S,Moore,$356.25,21741,"Dampil, Tuvshinjargal",05/12/2014
22631,01/01/2014,03/31/2014,19201,Thomas,S,Moore,$1852.50,21742,"Demaret, Kevin",05/12/2014
22633,01/01/2014,03/31/2014,19201,Thomas,S,Moore,$498.75,21630,731 Melrose LLC,05/12/2014
22634,01/01/2014,03/31/2014,19201,Thomas,S,Moore,$3348.75,20563,"Raftery, Enda",05/12/2014
22636,01/01/2014,03/31/2014,19201,Thomas,S,Moore,$2066.25,21628,"Powers, Rita & Kevin",05/12/2014
22637,01/01/2014,03/31/2014,19201,Thomas,S,Moore,$2103.75,20324,"Sutherland, Mark",05/12/2014
22638,01/01/2014,03/31/2014,19201,Thomas,S,Moore,$3711.25,17302,Michigan Avenue Real Estate Group,05/12/2014
22641,01/01/2014,03/31/2014,19201,Thomas,S,Moore,$2383.75,21631,"Billadeau, Jesse & Paliafito, Christina",05/12/2014
22642,01/01/2014,03/31/2014,19201,Thomas,S,Moore,$10586.25,21625,"Okmen, Muhsin",05/12/2014
23346,01/01/2014,03/31/2014,19743,Thomas,S,Moore,$2066.25,21628,"Powers, Rita & Kevin",06/30/2014
23348,01/01/2014,03/31/2014,19743,Thomas,S,Moore,$1852.50,21742,"Demaret, Kevin",06/30/2014
23349,01/01/2014,03/31/2014,19743,Thomas,S,Moore,$3711.25,17302,Michigan Avenue Real Estate Group,06/30/2014
23350,01/01/2014,03/31/2014,19743,Thomas,S,Moore,$2383.75,21631,"Billadeau, Jesse & Paliafito, Christina",06/30/2014
23352,01/01/2014,03/31/2014,19743,Thomas,S,Moore,$712.50,21984,Longford Construction Inc,06/30/2014
23353,01/01/2014,03/31/2014,19743,Thomas,S,Moore,$356.25,21741,"Dampil, Tuvshinjargal",06/30/2014
23354,01/01/2014,03/31/2014,19743,Thomas,S,Moore,$2103.75,20324,"Sutherland, Mark",06/30/2014
23355,01/01/2014,03/31/2014,19743,Thomas,S,Moore,$1603.75,20204,"Building Permit, INc",06/30/2014
23357,01/01/2014,03/31/2014,19743,Thomas,S,Moore,$1068.75,18521,Villa Capital Managers LLC,06/30/2014
23358,01/01/2014,03/31/2014,19743,Thomas,S,Moore,$498.75,21630,731 Melrose LLC,06/30/2014
23359,01/01/2014,03/31/2014,19743,Thomas,S,Moore,$3468.75,11882,Catholic Bishop of Chicago,06/30/2014
23361,01/01/2014,03/31/2014,19743,Thomas,S,Moore,$3348.75,20563,"Raftery, Enda",06/30/2014
23362,01/01/2014,03/31/2014,19743,Thomas,S,Moore,$2351.25,18941,"Boney, Tom",06/30/2014
23364,01/01/2014,03/31/2014,19743,Thomas,S,Moore,$10586.25,21625,"Okmen, Muhsin",06/30/2014
23365,01/01/2014,03/31/2014,19743,Thomas,S,Moore,$4460.00,21629,3700-3714 N California Rowhomes LLC,06/30/2014
23366,01/01/2014,03/31/2014,19743,Thomas,S,Moore,$6788.75,21632,Spearhead Properties LLC,06/30/2014
23732,01/01/2014,03/31/2014,19941,Thomas,S,Moore,$3468.75,11882,Catholic Bishop of Chicago,07/09/2014
23733,01/01/2014,03/31/2014,19941,Thomas,S,Moore,$3711.25,17302,Michigan Avenue Real Estate Group,07/09/2014
23734,01/01/2014,03/31/2014,19941,Thomas,S,Moore,$1068.75,18521,Villa Capital Managers LLC,07/09/2014
23735,01/01/2014,03/31/2014,19941,Thomas,S,Moore,$2351.25,18941,"Boney, Tom",07/09/2014
23737,01/01/2014,03/31/2014,19941,Thomas,S,Moore,$1603.75,20204,"Building Permit, INc",07/09/2014
23738,01/01/2014,03/31/2014,19941,Thomas,S,Moore,$2103.75,20324,"Sutherland, Mark",07/09/2014
23739,01/01/2014,03/31/2014,19941,Thomas,S,Moore,$3348.75,20563,"Raftery, Enda",07/09/2014
23742,01/01/2014,03/31/2014,19941,Thomas,S,Moore,$10586.25,21625,"Okmen, Muhsin",07/09/2014
23744,01/01/2014,03/31/2014,19941,Thomas,S,Moore,$2066.25,21628,"Powers, Rita & Kevin",07/09/2014
23745,01/01/2014,03/31/2014,19941,Thomas,S,Moore,$4460.00,21629,3700-3714 N California Rowhomes LLC,07/09/2014
23746,01/01/2014,03/31/2014,19941,Thomas,S,Moore,$498.75,21630,731 Melrose LLC,07/09/2014
23747,01/01/2014,03/31/2014,19941,Thomas,S,Moore,$2383.75,21631,"Billadeau, Jesse & Paliafito, Christina",07/09/2014
23748,01/01/2014,03/31/2014,19941,Thomas,S,Moore,$6788.75,21632,Spearhead Properties LLC,07/09/2014
23749,01/01/2014,03/31/2014,19941,Thomas,S,Moore,$356.25,21741,"Dampil, Tuvshinjargal",07/09/2014
23750,01/01/2014,03/31/2014,19941,Thomas,S,Moore,$1852.50,21742,"Demaret, Kevin",07/09/2014
23753,01/01/2014,03/31/2014,19941,Thomas,S,Moore,$712.50,21984,Longford Construction Inc,07/09/2014
23839,01/01/2014,03/31/2014,19963,Thomas,S,Moore,$1852.50,21742,"Demaret, Kevin",07/10/2014
23842,01/01/2014,03/31/2014,19963,Thomas,S,Moore,$1068.75,18521,Villa Capital Managers LLC,07/10/2014
23845,01/01/2014,03/31/2014,19963,Thomas,S,Moore,$3711.25,17302,Michigan Avenue Real Estate Group,07/10/2014
23848,01/01/2014,03/31/2014,19963,Thomas,S,Moore,$6788.75,21632,Spearhead Properties LLC,07/10/2014
23850,01/01/2014,03/31/2014,19963,Thomas,S,Moore,$4460.00,21629,3700-3714 N California Rowhomes LLC,07/10/2014
23854,01/01/2014,03/31/2014,19963,Thomas,S,Moore,$2383.75,21631,"Billadeau, Jesse & Paliafito, Christina",07/10/2014
23858,01/01/2014,03/31/2014,19963,Thomas,S,Moore,$2066.25,21628,"Powers, Rita & Kevin",07/10/2014
23859,01/01/2014,03/31/2014,19963,Thomas,S,Moore,$356.25,21741,"Dampil, Tuvshinjargal",07/10/2014
23861,01/01/2014,03/31/2014,19963,Thomas,S,Moore,$3468.75,11882,Catholic Bishop of Chicago,07/10/2014
23862,01/01/2014,03/31/2014,19963,Thomas,S,Moore,$2103.75,20324,"Sutherland, Mark",07/10/2014
23864,01/01/2014,03/31/2014,19963,Thomas,S,Moore,$10586.25,21625,"Okmen, Muhsin",07/10/2014
23874,01/01/2014,03/31/2014,19963,Thomas,S,Moore,$712.50,21984,Longford Construction Inc,07/10/2014
23877,01/01/2014,03/31/2014,19963,Thomas,S,Moore,$498.75,21630,731 Melrose LLC,07/10/2014
23880,01/01/2014,03/31/2014,19963,Thomas,S,Moore,$3348.75,20563,"Raftery, Enda",07/10/2014
23882,01/01/2014,03/31/2014,19963,Thomas,S,Moore,$2351.25,18941,"Boney, Tom",07/10/2014
23883,01/01/2014,03/31/2014,19963,Thomas,S,Moore,$1603.75,20204,"Building Permit, INc",07/10/2014
23907,01/01/2014,03/31/2014,19982,Thomas,S,Moore,$3468.75,11882,Catholic Bishop of Chicago,07/11/2014
23908,01/01/2014,03/31/2014,19982,Thomas,S,Moore,$3711.25,17302,Michigan Avenue Real Estate Group,07/11/2014
23909,01/01/2014,03/31/2014,19982,Thomas,S,Moore,$1068.75,18521,Villa Capital Managers LLC,07/11/2014
23912,01/01/2014,03/31/2014,19982,Thomas,S,Moore,$2351.25,18941,"Boney, Tom",07/11/2014
23915,01/01/2014,03/31/2014,19982,Thomas,S,Moore,$1603.75,20204,"Building Permit, INc",07/11/2014
23918,01/01/2014,03/31/2014,19982,Thomas,S,Moore,$2103.75,20324,"Sutherland, Mark",07/11/2014
23920,01/01/2014,03/31/2014,19982,Thomas,S,Moore,$3348.75,20563,"Raftery, Enda",07/11/2014
23925,01/01/2014,03/31/2014,19982,Thomas,S,Moore,$10586.25,21625,"Okmen, Muhsin",07/11/2014
23929,01/01/2014,03/31/2014,19982,Thomas,S,Moore,$2066.25,21628,"Powers, Rita & Kevin",07/11/2014
23931,01/01/2014,03/31/2014,19982,Thomas,S,Moore,$4460.00,21629,3700-3714 N California Rowhomes LLC,07/11/2014
23934,01/01/2014,03/31/2014,19982,Thomas,S,Moore,$498.75,21630,731 Melrose LLC,07/11/2014
23935,01/01/2014,03/31/2014,19982,Thomas,S,Moore,$2383.75,21631,"Billadeau, Jesse & Paliafito, Christina",07/11/2014
23937,01/01/2014,03/31/2014,19982,Thomas,S,Moore,$6788.75,21632,Spearhead Properties LLC,07/11/2014
23939,01/01/2014,03/31/2014,19982,Thomas,S,Moore,$356.25,21741,"Dampil, Tuvshinjargal",07/11/2014
23942,01/01/2014,03/31/2014,19982,Thomas,S,Moore,$1852.50,21742,"Demaret, Kevin",07/11/2014
23947,01/01/2014,03/31/2014,19982,Thomas,S,Moore,$712.50,21984,Longford Construction Inc,07/11/2014
25739,01/01/2014,03/31/2014,20341,Thomas,S,Moore,$2351.25,18941,"Boney, Tom",07/29/2014
25747,01/01/2014,03/31/2014,20341,Thomas,S,Moore,$356.25,21741,"Dampil, Tuvshinjargal",07/29/2014
25750,01/01/2014,03/31/2014,20341,Thomas,S,Moore,$6788.75,21632,Spearhead Properties LLC,07/29/2014
25754,01/01/2014,03/31/2014,20341,Thomas,S,Moore,$1603.75,20204,"Building Permit, INc",07/29/2014
25756,01/01/2014,03/31/2014,20341,Thomas,S,Moore,$3348.75,20563,"Raftery, Enda",07/29/2014
25759,01/01/2014,03/31/2014,20341,Thomas,S,Moore,$712.50,21984,Longford Construction Inc,07/29/2014
25761,01/01/2014,03/31/2014,20341,Thomas,S,Moore,$10586.25,21625,"Okmen, Muhsin",07/29/2014
25763,01/01/2014,03/31/2014,20341,Thomas,S,Moore,$498.75,21630,731 Melrose LLC,07/29/2014
25767,01/01/2014,03/31/2014,20341,Thomas,S,Moore,$4460.00,21629,3700-3714 N California Rowhomes LLC,07/29/2014
25770,01/01/2014,03/31/2014,20341,Thomas,S,Moore,$2066.25,21628,"Powers, Rita & Kevin",07/29/2014
25771,01/01/2014,03/31/2014,20341,Thomas,S,Moore,$2383.75,21631,"Billadeau, Jesse & Paliafito, Christina",07/29/2014
25775,01/01/2014,03/31/2014,20341,Thomas,S,Moore,$1068.75,18521,Villa Capital Managers LLC,07/29/2014
25776,01/01/2014,03/31/2014,20341,Thomas,S,Moore,$1852.50,21742,"Demaret, Kevin",07/29/2014
25781,01/01/2014,03/31/2014,20341,Thomas,S,Moore,$2103.75,20324,"Sutherland, Mark",07/29/2014
25784,01/01/2014,03/31/2014,20341,Thomas,S,Moore,$3711.25,17302,Michigan Avenue Real Estate Group,07/29/2014
25787,01/01/2014,03/31/2014,20341,Thomas,S,Moore,$3468.75,11882,Catholic Bishop of Chicago,07/29/2014
26216,01/01/2014,03/31/2014,20643,Thomas,S,Moore,$3468.75,11882,Catholic Bishop of Chicago,09/05/2014
26221,01/01/2014,03/31/2014,20643,Thomas,S,Moore,$6788.75,21632,Spearhead Properties LLC,09/05/2014
26224,01/01/2014,03/31/2014,20643,Thomas,S,Moore,$10586.25,21625,"Okmen, Muhsin",09/05/2014
26225,01/01/2014,03/31/2014,20643,Thomas,S,Moore,$2351.25,18941,"Boney, Tom",09/05/2014
26228,01/01/2014,03/31/2014,20643,Thomas,S,Moore,$1068.75,18521,Villa Capital Managers LLC,09/05/2014
26233,01/01/2014,03/31/2014,20643,Thomas,S,Moore,$498.75,21630,731 Melrose LLC,09/05/2014
26236,01/01/2014,03/31/2014,20643,Thomas,S,Moore,$3348.75,20563,"Raftery, Enda",09/05/2014
26239,01/01/2014,03/31/2014,20643,Thomas,S,Moore,$356.25,21741,"Dampil, Tuvshinjargal",09/05/2014
26245,01/01/2014,03/31/2014,20643,Thomas,S,Moore,$3711.25,17302,Michigan Avenue Real Estate Group,09/05/2014
26246,01/01/2014,03/31/2014,20643,Thomas,S,Moore,$4460.00,21629,3700-3714 N California Rowhomes LLC,09/05/2014
26250,01/01/2014,03/31/2014,20643,Thomas,S,Moore,$712.50,21984,Longford Construction Inc,09/05/2014
26253,01/01/2014,03/31/2014,20643,Thomas,S,Moore,$2066.25,21628,"Powers, Rita & Kevin",09/05/2014
26258,01/01/2014,03/31/2014,20643,Thomas,S,Moore,$2103.75,20324,"Sutherland, Mark",09/05/2014
26260,01/01/2014,03/31/2014,20643,Thomas,S,Moore,$1852.50,21742,"Demaret, Kevin",09/05/2014
26264,01/01/2014,03/31/2014,20643,Thomas,S,Moore,$2383.75,21631,"Billadeau, Jesse & Paliafito, Christina",09/05/2014
26269,01/01/2014,03/31/2014,20643,Thomas,S,Moore,$1603.75,20204,"Building Permit, INc",09/05/2014
27243,01/01/2014,03/31/2014,21001,Thomas,S,Moore,$3348.75,20563,"Raftery, Enda",09/29/2014
27246,01/01/2014,03/31/2014,21001,Thomas,S,Moore,$1603.75,20204,"Building Permit, INc",09/29/2014
27248,01/01/2014,03/31/2014,21001,Thomas,S,Moore,$10586.25,21625,"Okmen, Muhsin",09/29/2014
27251,01/01/2014,03/31/2014,21001,Thomas,S,Moore,$1068.75,18521,Villa Capital Managers LLC,09/29/2014
27254,01/01/2014,03/31/2014,21001,Thomas,S,Moore,$712.50,21984,Longford Construction Inc,09/29/2014
27256,01/01/2014,03/31/2014,21001,Thomas,S,Moore,$3711.25,17302,Michigan Avenue Real Estate Group,09/29/2014
27259,01/01/2014,03/31/2014,21001,Thomas,S,Moore,$6788.75,21632,Spearhead Properties LLC,09/29/2014
27261,01/01/2014,03/31/2014,21001,Thomas,S,Moore,$356.25,21741,"Dampil, Tuvshinjargal",09/29/2014
27267,01/01/2014,03/31/2014,21001,Thomas,S,Moore,$2103.75,20324,"Sutherland, Mark",09/29/2014
27268,01/01/2014,03/31/2014,21001,Thomas,S,Moore,$4460.00,21629,3700-3714 N California Rowhomes LLC,09/29/2014
27273,01/01/2014,03/31/2014,21001,Thomas,S,Moore,$2351.25,18941,"Boney, Tom",09/29/2014
27274,01/01/2014,03/31/2014,21001,Thomas,S,Moore,$2066.25,21628,"Powers, Rita & Kevin",09/29/2014
27276,01/01/2014,03/31/2014,21001,Thomas,S,Moore,$1852.50,21742,"Demaret, Kevin",09/29/2014
27279,01/01/2014,03/31/2014,21001,Thomas,S,Moore,$3468.75,11882,Catholic Bishop of Chicago,09/29/2014
27285,01/01/2014,03/31/2014,21001,Thomas,S,Moore,$2383.75,21631,"Billadeau, Jesse & Paliafito, Christina",09/29/2014
27286,01/01/2014,03/31/2014,21001,Thomas,S,Moore,$498.75,21630,731 Melrose LLC,09/29/2014
31242,01/01/2014,03/31/2014,21801,Thomas,S,Moore,$1068.75,18521,Villa Capital Managers LLC,11/10/2014
31244,01/01/2014,03/31/2014,21801,Thomas,S,Moore,$6788.75,21632,Spearhead Properties LLC,11/10/2014
31247,01/01/2014,03/31/2014,21801,Thomas,S,Moore,$10586.25,21625,"Okmen, Muhsin",11/10/2014
31252,01/01/2014,03/31/2014,21801,Thomas,S,Moore,$3348.75,20563,"Raftery, Enda",11/10/2014
31258,01/01/2014,03/31/2014,21801,Thomas,S,Moore,$498.75,21630,731 Melrose LLC,11/10/2014
31266,01/01/2014,03/31/2014,21801,Thomas,S,Moore,$3711.25,17302,Michigan Avenue Real Estate Group,11/10/2014
31270,01/01/2014,03/31/2014,21801,Thomas,S,Moore,$2066.25,21628,"Powers, Rita & Kevin",11/10/2014
31273,01/01/2014,03/31/2014,21801,Thomas,S,Moore,$2103.75,20324,"Sutherland, Mark",11/10/2014
31278,01/01/2014,03/31/2014,21801,Thomas,S,Moore,$4460.00,21629,3700-3714 N California Rowhomes LLC,11/10/2014
31289,01/01/2014,03/31/2014,21801,Thomas,S,Moore,$1852.50,21742,"Demaret, Kevin",11/10/2014
31292,01/01/2014,03/31/2014,21801,Thomas,S,Moore,$2383.75,21631,"Billadeau, Jesse & Paliafito, Christina",11/10/2014
31297,01/01/2014,03/31/2014,21801,Thomas,S,Moore,$356.25,21741,"Dampil, Tuvshinjargal",11/10/2014
31299,01/01/2014,03/31/2014,21801,Thomas,S,Moore,$1603.75,20204,"Building Permit, INc",11/10/2014
31301,01/01/2014,03/31/2014,21801,Thomas,S,Moore,$3468.75,11882,Catholic Bishop of Chicago,11/10/2014
31305,01/01/2014,03/31/2014,21801,Thomas,S,Moore,$2351.25,18941,"Boney, Tom",11/10/2014
31309,01/01/2014,03/31/2014,21801,Thomas,S,Moore,$712.50,21984,Longford Construction Inc,11/10/2014
31631,01/01/2014,03/31/2014,22101,Thomas,S,Moore,$1068.75,18521,Villa Capital Managers LLC,12/04/2014
31632,01/01/2014,03/31/2014,22101,Thomas,S,Moore,$3468.75,11882,Catholic Bishop of Chicago,12/04/2014
31639,01/01/2014,03/31/2014,22101,Thomas,S,Moore,$1603.75,20204,"Building Permit, INc",12/04/2014
31643,01/01/2014,03/31/2014,22101,Thomas,S,Moore,$6788.75,21632,Spearhead Properties LLC,12/04/2014
31644,01/01/2014,03/31/2014,22101,Thomas,S,Moore,$2066.25,21628,"Powers, Rita & Kevin",12/04/2014
31648,01/01/2014,03/31/2014,22101,Thomas,S,Moore,$712.50,21984,Longford Construction Inc,12/04/2014
31651,01/01/2014,03/31/2014,22101,Thomas,S,Moore,$1852.50,21742,"Demaret, Kevin",12/04/2014
31655,01/01/2014,03/31/2014,22101,Thomas,S,Moore,$2351.25,18941,"Boney, Tom",12/04/2014
31660,01/01/2014,03/31/2014,22101,Thomas,S,Moore,$356.25,21741,"Dampil, Tuvshinjargal",12/04/2014
31665,01/01/2014,03/31/2014,22101,Thomas,S,Moore,$498.75,21630,731 Melrose LLC,12/04/2014
31668,01/01/2014,03/31/2014,22101,Thomas,S,Moore,$10586.25,21625,"Okmen, Muhsin",12/04/2014
31670,01/01/2014,03/31/2014,22101,Thomas,S,Moore,$3711.25,17302,Michigan Avenue Real Estate Group,12/04/2014
31679,01/01/2014,03/31/2014,22101,Thomas,S,Moore,$3348.75,20563,"Raftery, Enda",12/04/2014
31683,01/01/2014,03/31/2014,22101,Thomas,S,Moore,$2103.75,20324,"Sutherland, Mark",12/04/2014
31688,01/01/2014,03/31/2014,22101,Thomas,S,Moore,$2383.75,21631,"Billadeau, Jesse & Paliafito, Christina",12/04/2014
31692,01/01/2014,03/31/2014,22101,Thomas,S,Moore,$4460.00,21629,3700-3714 N California Rowhomes LLC,12/04/2014
32903,01/01/2014,03/31/2014,22490,Thomas,S,Moore,$3468.75,11882,Catholic Bishop of Chicago,01/12/2015
32906,01/01/2014,03/31/2014,22490,Thomas,S,Moore,$3711.25,17302,Michigan Avenue Real Estate Group,01/12/2015
32908,01/01/2014,03/31/2014,22490,Thomas,S,Moore,$1068.75,18521,Villa Capital Managers LLC,01/12/2015
32910,01/01/2014,03/31/2014,22490,Thomas,S,Moore,$2351.25,18941,"Boney, Tom",01/12/2015
32915,01/01/2014,03/31/2014,22490,Thomas,S,Moore,$1603.75,20204,"Building Permit, INc",01/12/2015
32918,01/01/2014,03/31/2014,22490,Thomas,S,Moore,$2103.75,20324,"Sutherland, Mark",01/12/2015
32919,01/01/2014,03/31/2014,22490,Thomas,S,Moore,$3348.75,20563,"Raftery, Enda",01/12/2015
32928,01/01/2014,03/31/2014,22490,Thomas,S,Moore,$10586.25,21625,"Okmen, Muhsin",01/12/2015
32933,01/01/2014,03/31/2014,22490,Thomas,S,Moore,$2066.25,21628,"Powers, Rita & Kevin",01/12/2015
32934,01/01/2014,03/31/2014,22490,Thomas,S,Moore,$4460.00,21629,3700-3714 N California Rowhomes LLC,01/12/2015
32936,01/01/2014,03/31/2014,22490,Thomas,S,Moore,$498.75,21630,731 Melrose LLC,01/12/2015
32939,01/01/2014,03/31/2014,22490,Thomas,S,Moore,$2383.75,21631,"Billadeau, Jesse & Paliafito, Christina",01/12/2015
32941,01/01/2014,03/31/2014,22490,Thomas,S,Moore,$6788.75,21632,Spearhead Properties LLC,01/12/2015
32944,01/01/2014,03/31/2014,22490,Thomas,S,Moore,$356.25,21741,"Dampil, Tuvshinjargal",01/12/2015
32946,01/01/2014,03/31/2014,22490,Thomas,S,Moore,$1852.50,21742,"Demaret, Kevin",01/12/2015
32953,01/01/2014,03/31/2014,22490,Thomas,S,Moore,$712.50,21984,Longford Construction Inc,01/12/2015
33025,01/01/2014,03/31/2014,22492,Thomas,S,Moore,$712.50,21984,Longford Construction Inc,01/12/2015
33042,01/01/2014,03/31/2014,22492,Thomas,S,Moore,$3468.75,11882,Catholic Bishop of Chicago,01/12/2015
33067,01/01/2014,03/31/2014,22492,Thomas,S,Moore,$3711.25,17302,Michigan Avenue Real Estate Group,01/12/2015
33104,01/01/2014,03/31/2014,22492,Thomas,S,Moore,$2066.25,21628,"Powers, Rita & Kevin",01/12/2015
33109,01/01/2014,03/31/2014,22492,Thomas,S,Moore,$2351.25,18941,"Boney, Tom",01/12/2015
20684,01/01/2014,03/31/2014,17279,Ann,T,Moroney,$5700.00,16823,"Halsted Pershing Morgan, LLC",04/02/2014
20688,01/01/2014,03/31/2014,17279,Ann,T,Moroney,$521.25,21178,MedProperties Group,04/02/2014
20689,01/01/2014,03/31/2014,17279,Ann,T,Moroney,$627.40,12469,Swedish Covenant Hospital,04/02/2014
20691,01/01/2014,03/31/2014,17279,Ann,T,Moroney,$2552.00,14040,Chicago Public Schools,04/02/2014
25031,01/01/2014,03/31/2014,20187,Ann,T,Moroney,$521.25,21178,MedProperties Group,07/22/2014
25032,01/01/2014,03/31/2014,20187,Ann,T,Moroney,$5700.00,16823,"Halsted Pershing Morgan, LLC",07/22/2014
25033,01/01/2014,03/31/2014,20187,Ann,T,Moroney,$2552.00,14040,Chicago Public Schools,07/22/2014
25035,01/01/2014,03/31/2014,20187,Ann,T,Moroney,$627.40,12469,Swedish Covenant Hospital,07/22/2014
21384,01/01/2014,03/31/2014,18067,Thomas,J,Murphy,$5000.00,21642,Pay-Ease P-E Acquisition Holdings LLC,04/16/2014
21385,01/01/2014,03/31/2014,18067,Thomas,J,Murphy,$6000.00,12102,Northwestern Memorial Hospital,04/16/2014
21386,01/01/2014,03/31/2014,18067,Thomas,J,Murphy,$18000.00,15383,Norfolk Southern Corporation,04/16/2014
21389,01/01/2014,03/31/2014,18067,Thomas,J,Murphy,$15000.00,15381,Walgreens,04/16/2014
21393,01/01/2014,03/31/2014,18067,Thomas,J,Murphy,$10000.00,15384,MillerCoors LLC,04/16/2014
28969,01/01/2014,03/31/2014,21384,Thomas,J,Murphy,$6000.00,12102,Northwestern Memorial Hospital,10/20/2014
28974,01/01/2014,03/31/2014,21384,Thomas,J,Murphy,$15000.00,15381,Walgreens,10/20/2014
28976,01/01/2014,03/31/2014,21384,Thomas,J,Murphy,$18000.00,15383,Norfolk Southern Corporation,10/20/2014
28977,01/01/2014,03/31/2014,21384,Thomas,J,Murphy,$10000.00,15384,MillerCoors LLC,10/20/2014
28984,01/01/2014,03/31/2014,21384,Thomas,J,Murphy,$5000.00,21642,Pay-Ease P-E Acquisition Holdings LLC,10/20/2014
21432,01/01/2014,03/31/2014,18561,Langdon,D,Neal,$1500.00,20965,"Interstate/JCDecaux, LLC",04/17/2014
21433,01/01/2014,03/31/2014,18561,Langdon,D,Neal,$15192.00,20943,Metropolitan Pier & Expo Authority,04/17/2014
21435,01/01/2014,03/31/2014,18561,Langdon,D,Neal,$250.00,20605,"Northwestern Capital Investment Partners, LLC",04/17/2014
21436,01/01/2014,03/31/2014,18561,Langdon,D,Neal,$150.00,20604,Planet Fitness,04/17/2014
21437,01/01/2014,03/31/2014,18561,Langdon,D,Neal,$6000.00,20603,Jean Choi & Peter Zaldivar,04/17/2014
21439,01/01/2014,03/31/2014,18561,Langdon,D,Neal,$325.00,19665,Boston Market Corporation,04/17/2014
21441,01/01/2014,03/31/2014,18561,Langdon,D,Neal,$613.00,12102,Northwestern Memorial Hospital,04/17/2014
21444,01/01/2014,03/31/2014,18561,Langdon,D,Neal,$6100.00,14765,Public Building Commission of Chicago,04/17/2014
21448,01/01/2014,03/31/2014,18561,Langdon,D,Neal,$12000.00,12101,"Wal-Mart Stores, Inc.",04/17/2014
21453,01/01/2014,03/31/2014,18561,Langdon,D,Neal,$4200.00,11683,Chicago Neighborhood Initiatives,04/17/2014
21455,01/01/2014,03/31/2014,18561,Langdon,D,Neal,$2800.00,12462,"Antheus Capital, LLC",04/17/2014
21456,01/01/2014,03/31/2014,18561,Langdon,D,Neal,$8200.00,16344,Sterling Bay Companies,04/17/2014
21458,01/01/2014,03/31/2014,18561,Langdon,D,Neal,$1563.00,18264,Rush University Medical Center,04/17/2014
21459,01/01/2014,03/31/2014,18561,Langdon,D,Neal,$400.00,19663,Sun Financial,04/17/2014
