Year,LOBBYIST_ID,EMPLOYER_ID,CLIENT_ID,LOBBYIST_SALUTATION,LOBBYIST_FIRST_NAME,LOBBYIST_MIDDLE_INITIAL,LOBBYIST_LAST_NAME,LOBBYIST_SUFFIX,EMPLOYER_NAME,CLIENT_NAME
2013,15541,7829,17243,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Watersaver Faucet Co.
2013,14447,7829,17243,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Watersaver Faucet Co.
2013,11748,7829,17243,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Watersaver Faucet Co.
2013,12742,7829,12305,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",University of Chicago
2013,12845,7829,12305,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",University of Chicago
2013,15541,7829,12305,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",University of Chicago
2013,11748,7829,12305,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",University of Chicago
2013,17484,7829,12305,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",University of Chicago
2013,15542,7829,12305,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",University of Chicago
2013,14447,7829,12305,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",University of Chicago
2013,14446,7829,12305,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",University of Chicago
2013,14445,7829,12305,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",University of Chicago
2013,15542,7829,16061,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Total Outdoor
2013,12742,7829,16061,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Total Outdoor
2013,17484,7829,16061,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Total Outdoor
2013,14445,7829,16061,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Total Outdoor
2013,14446,7829,16061,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Total Outdoor
2013,11748,7829,16061,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Total Outdoor
2013,15541,7829,16061,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Total Outdoor
2013,14447,7829,16061,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Total Outdoor
2013,12845,7829,16061,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Total Outdoor
2013,14447,7829,12303,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Thermal Chicago Corporation
2013,17484,7829,12303,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Thermal Chicago Corporation
2013,12742,7829,12303,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Thermal Chicago Corporation
2013,14445,7829,12303,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Thermal Chicago Corporation
2013,11748,7829,12303,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Thermal Chicago Corporation
2013,15542,7829,12303,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Thermal Chicago Corporation
2013,15541,7829,12303,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Thermal Chicago Corporation
2013,14446,7829,12303,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Thermal Chicago Corporation
2013,12845,7829,12303,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Thermal Chicago Corporation
2013,17484,7829,20091,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",TCA Holdings LLC
2013,15542,7829,20091,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",TCA Holdings LLC
2013,15541,7829,20091,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",TCA Holdings LLC
2013,17484,7829,20107,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Tatosian, Oscar"
2013,15541,7829,20107,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Tatosian, Oscar"
2013,15542,7829,20107,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Tatosian, Oscar"
2013,14446,7829,19169,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Tamvakis, George"
2013,17484,7829,19169,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Tamvakis, George"
2013,15542,7829,19169,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Tamvakis, George"
2013,14445,7829,19169,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Tamvakis, George"
2013,15541,7829,19169,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Tamvakis, George"
2013,14447,7829,19169,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Tamvakis, George"
2013,17484,7829,16344,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Sterling Bay Companies
2013,14445,7829,12072,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Standard Parking
2013,15541,7829,12072,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Standard Parking
2013,15542,7829,12072,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Standard Parking
2013,12742,7829,12072,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Standard Parking
2013,17484,7829,12072,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Standard Parking
2013,14446,7829,12072,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Standard Parking
2013,14447,7829,12072,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Standard Parking
2013,11748,7829,12072,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Standard Parking
2013,12845,7829,12072,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Standard Parking
2013,14445,7829,17237,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Smithfield Properties XVI, LLC"
2013,14446,7829,17237,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Smithfield Properties XVI, LLC"
2013,11748,7829,17237,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Smithfield Properties XVI, LLC"
2013,14447,7829,17237,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Smithfield Properties XVI, LLC"
2013,12742,7829,17237,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Smithfield Properties XVI, LLC"
2013,15542,7829,17237,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Smithfield Properties XVI, LLC"
2013,15541,7829,17237,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Smithfield Properties XVI, LLC"
2013,12845,7829,17237,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Smithfield Properties XVI, LLC"
2013,17484,7829,17237,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Smithfield Properties XVI, LLC"
2013,11748,7829,13633,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Scalise, Rosario"
2013,17484,7829,13633,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Scalise, Rosario"
2013,14445,7829,13633,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Scalise, Rosario"
2013,15541,7829,13633,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Scalise, Rosario"
2013,14446,7829,13633,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Scalise, Rosario"
2013,15542,7829,13633,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Scalise, Rosario"
2013,14447,7829,13633,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Scalise, Rosario"
2013,12742,7829,13633,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Scalise, Rosario"
2013,12845,7829,13633,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Scalise, Rosario"
2013,14446,7829,14803,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Rehabilitation Institute of Chicago
2013,17484,7829,14803,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Rehabilitation Institute of Chicago
2013,15541,7829,14803,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Rehabilitation Institute of Chicago
2013,11748,7829,14803,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Rehabilitation Institute of Chicago
2013,14447,7829,14803,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Rehabilitation Institute of Chicago
2013,12742,7829,14803,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Rehabilitation Institute of Chicago
2013,14445,7829,14803,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Rehabilitation Institute of Chicago
2013,15542,7829,14803,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Rehabilitation Institute of Chicago
2013,12845,7829,14803,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Rehabilitation Institute of Chicago
2013,14446,7829,19168,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","R4 Services, LLC"
2013,17484,7829,19168,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","R4 Services, LLC"
2013,15541,7829,19168,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","R4 Services, LLC"
2013,14447,7829,19168,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","R4 Services, LLC"
2013,14445,7829,19168,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","R4 Services, LLC"
2013,15542,7829,19168,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","R4 Services, LLC"
2013,11748,7829,12336,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Project Development Services Inc
2013,15541,7829,12336,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Project Development Services Inc
2013,14446,7829,12336,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Project Development Services Inc
2013,12742,7829,12336,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Project Development Services Inc
2013,14445,7829,12336,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Project Development Services Inc
2013,14447,7829,12336,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Project Development Services Inc
2013,12845,7829,12336,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Project Development Services Inc
2013,15542,7829,12336,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Project Development Services Inc
2013,17484,7829,12336,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Project Development Services Inc
2013,15542,7829,20090,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Point in Time, LLC"
2013,15541,7829,20090,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Point in Time, LLC"
2013,17484,7829,20090,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Point in Time, LLC"
2013,14447,7829,18042,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Perlmark Realty Corp
2013,14446,7829,18042,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Perlmark Realty Corp
2013,14445,7829,18042,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Perlmark Realty Corp
2013,15542,7829,18042,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Perlmark Realty Corp
2013,12845,7829,18042,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Perlmark Realty Corp
2013,17484,7829,18042,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Perlmark Realty Corp
2013,15541,7829,18042,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Perlmark Realty Corp
2013,17484,7829,20089,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Optimo Holdings LLC
2013,15541,7829,20089,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Optimo Holdings LLC
2013,15542,7829,20089,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Optimo Holdings LLC
2013,17484,7829,21341,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","One Financial Property, LLC"
2013,14446,7829,13643,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",O'Donnell Investment Co
2013,15542,7829,13643,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",O'Donnell Investment Co
2013,14447,7829,13643,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",O'Donnell Investment Co
2013,17484,7829,13643,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",O'Donnell Investment Co
2013,11748,7829,13643,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",O'Donnell Investment Co
2013,12742,7829,13643,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",O'Donnell Investment Co
2013,14445,7829,13643,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",O'Donnell Investment Co
2013,12845,7829,13643,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",O'Donnell Investment Co
2013,15541,7829,13643,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",O'Donnell Investment Co
2013,17484,7829,21343,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Navnish Group
2013,15542,7829,12310,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","M & R Development, LLC"
2013,14447,7829,12310,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","M & R Development, LLC"
2013,14446,7829,12310,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","M & R Development, LLC"
2013,15541,7829,12310,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","M & R Development, LLC"
2013,14445,7829,12310,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","M & R Development, LLC"
2013,17484,7829,12310,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","M & R Development, LLC"
2013,17484,7829,20087,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","M & R Development, LLC"
2013,15541,7829,20087,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","M & R Development, LLC"
2013,15542,7829,20087,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","M & R Development, LLC"
2013,17484,7829,20104,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Moody Bible Institute
2013,15542,7829,20104,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Moody Bible Institute
2013,15541,7829,20104,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Moody Bible Institute
2013,15542,7829,20105,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Mid-America Asset Management Inc
2013,15541,7829,20105,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Mid-America Asset Management Inc
2013,17484,7829,20105,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Mid-America Asset Management Inc
2013,15541,7829,20086,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Metropolis Investment Holdings
2013,17484,7829,20086,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Metropolis Investment Holdings
2013,15542,7829,20086,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Metropolis Investment Holdings
2013,17484,7829,20106,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Merchandise Mart
2013,15542,7829,20106,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Merchandise Mart
2013,15541,7829,20106,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Merchandise Mart
2013,11748,7829,11687,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",McCaffery Interests
2013,14447,7829,11687,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",McCaffery Interests
2013,14446,7829,11687,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",McCaffery Interests
2013,17484,7829,11687,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",McCaffery Interests
2013,12742,7829,11687,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",McCaffery Interests
2013,15542,7829,11687,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",McCaffery Interests
2013,14445,7829,11687,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",McCaffery Interests
2013,12845,7829,11687,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",McCaffery Interests
2013,15541,7829,11687,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",McCaffery Interests
2013,17484,7829,20085,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Mayfair Plaza 63, LLC"
2013,15542,7829,20085,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Mayfair Plaza 63, LLC"
2013,15541,7829,20085,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Mayfair Plaza 63, LLC"
2013,12742,7829,15786,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Marillac Social Center
2013,12845,7829,15786,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Marillac Social Center
2013,14445,7829,15786,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Marillac Social Center
2013,14446,7829,15786,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Marillac Social Center
2013,11748,7829,15786,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Marillac Social Center
2013,12742,7829,13640,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Madison-DesPlaines Development LLC
2013,14447,7829,13640,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Madison-DesPlaines Development LLC
2013,15541,7829,13640,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Madison-DesPlaines Development LLC
2013,11748,7829,13640,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Madison-DesPlaines Development LLC
2013,14446,7829,13640,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Madison-DesPlaines Development LLC
2013,12845,7829,13640,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Madison-DesPlaines Development LLC
2013,17484,7829,13640,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Madison-DesPlaines Development LLC
2013,15542,7829,13640,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Madison-DesPlaines Development LLC
2013,14445,7829,13640,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Madison-DesPlaines Development LLC
2013,12742,7829,17923,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",LP Ventures LLP
2013,14445,7829,17923,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",LP Ventures LLP
2013,15542,7829,17923,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",LP Ventures LLP
2013,12845,7829,17923,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",LP Ventures LLP
2013,17484,7829,17923,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",LP Ventures LLP
2013,15541,7829,17923,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",LP Ventures LLP
2013,14447,7829,17923,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",LP Ventures LLP
2013,14446,7829,17923,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",LP Ventures LLP
2013,17484,7829,21072,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",LG Development Group
2013,12742,7829,13417,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Lakeshore East, LLC"
2013,17484,7829,13417,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Lakeshore East, LLC"
2013,14445,7829,13417,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Lakeshore East, LLC"
2013,15541,7829,13417,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Lakeshore East, LLC"
2013,12845,7829,13417,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Lakeshore East, LLC"
2013,14447,7829,13417,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Lakeshore East, LLC"
2013,14446,7829,13417,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Lakeshore East, LLC"
2013,15542,7829,13417,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Lakeshore East, LLC"
2013,11748,7829,13417,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Lakeshore East, LLC"
2013,17484,7829,12719,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Katten Muchin Rosenman LLP
2013,15541,7829,12719,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Katten Muchin Rosenman LLP
2013,15542,7829,12719,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Katten Muchin Rosenman LLP
2013,15542,7829,20103,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Jupiter Realty Company,. LLC"
2013,17484,7829,20103,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Jupiter Realty Company,. LLC"
2013,15541,7829,20103,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Jupiter Realty Company,. LLC"
2013,15542,7829,15784,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Johnny's Ice House
2013,12742,7829,15784,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Johnny's Ice House
2013,14447,7829,15784,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Johnny's Ice House
2013,12845,7829,15784,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Johnny's Ice House
2013,15541,7829,15784,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Johnny's Ice House
2013,14446,7829,15784,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Johnny's Ice House
2013,11748,7829,15784,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Johnny's Ice House
2013,14445,7829,15784,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Johnny's Ice House
2013,17484,7829,15784,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Johnny's Ice House
2013,12742,7829,12478,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",John Buck Co.
2013,17484,7829,12478,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",John Buck Co.
2013,14447,7829,12478,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",John Buck Co.
2013,14445,7829,12478,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",John Buck Co.
2013,15541,7829,12478,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",John Buck Co.
2013,12845,7829,12478,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",John Buck Co.
2013,15542,7829,12478,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",John Buck Co.
2013,14446,7829,12478,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",John Buck Co.
2013,14446,7829,15785,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Interpark Investors, LLC"
2013,12742,7829,15785,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Interpark Investors, LLC"
2013,14445,7829,15785,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Interpark Investors, LLC"
2013,11748,7829,15785,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Interpark Investors, LLC"
2013,12845,7829,15785,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","Interpark Investors, LLC"
2013,15542,7829,16206,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",International Property Developers North America Inc
2013,14447,7829,16206,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",International Property Developers North America Inc
2013,14445,7829,16206,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",International Property Developers North America Inc
2013,12742,7829,16206,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",International Property Developers North America Inc
2013,14446,7829,16206,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",International Property Developers North America Inc
2013,15541,7829,16206,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",International Property Developers North America Inc
2013,17484,7829,16206,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",International Property Developers North America Inc
2013,11748,7829,16206,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",International Property Developers North America Inc
2013,12845,7829,16206,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",International Property Developers North America Inc
2013,15541,7829,15253,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Hines Corp
2013,11748,7829,15253,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Hines Corp
2013,14446,7829,15253,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Hines Corp
2013,17484,7829,15253,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Hines Corp
2013,14447,7829,15253,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Hines Corp
2013,12742,7829,15253,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Hines Corp
2013,14445,7829,15253,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Hines Corp
2013,15542,7829,15253,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Hines Corp
2013,12845,7829,15253,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Hines Corp
2013,14446,7829,17925,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Hawkins Way Capital LLC
2013,12742,7829,17925,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Hawkins Way Capital LLC
2013,14445,7829,17925,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Hawkins Way Capital LLC
2013,12845,7829,17925,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Hawkins Way Capital LLC
2013,14445,7829,16883,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Golub & Company
2013,14446,7829,16883,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Golub & Company
2013,14447,7829,16883,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Golub & Company
2013,12845,7829,16883,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Golub & Company
2013,12742,7829,16883,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Golub & Company
2013,17484,7829,16883,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Golub & Company
2013,15542,7829,16883,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Golub & Company
2013,11748,7829,16883,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Golub & Company
2013,15541,7829,16883,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Golub & Company
2013,15541,7829,20084,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Glendale 2004 LLC
2013,17484,7829,20084,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Glendale 2004 LLC
2013,15542,7829,20084,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Glendale 2004 LLC
2013,17484,7829,20108,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Friedman Properties
2013,15542,7829,20108,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Friedman Properties
2013,15541,7829,20108,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Friedman Properties
2013,15541,7829,12212,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Finkl & Sons
2013,14447,7829,12212,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Finkl & Sons
2013,12742,7829,12212,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Finkl & Sons
2013,14446,7829,12212,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Finkl & Sons
2013,15542,7829,12212,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Finkl & Sons
2013,14445,7829,12212,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Finkl & Sons
2013,17484,7829,12212,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Finkl & Sons
2013,12845,7829,12212,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Finkl & Sons
2013,11748,7829,12212,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC",Finkl & Sons
2013,12845,7829,17926,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","ExteNet Systems, Inc"
2013,14446,7829,17926,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","ExteNet Systems, Inc"
2013,15541,7829,17926,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","ExteNet Systems, Inc"
2013,14445,7829,17926,Mr.,John,J,George,,"Schuyler, Roche & Crisham PC","ExteNet Systems, Inc"
